"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.480122604E0,3.689134359E0,-9.273982048E0,3.228515863E0
3.490122604E0,3.853042603E0,-9.265008926E0,1.045663476E0
3.500122604E0,1.456032634E0,-1.316530991E1,-8.033902049E-1
3.510122604E0,6.993024349E-1,-1.430788326E1,-1.857428551E0
3.520122604E0,2.099701911E-1,-1.453520107E1,-3.028715372E0
3.530122604E0,4.546362907E-2,-1.409432316E1,-3.917648792E0
3.540122604E0,-4.085744619E-1,-1.407996655E1,-3.990629911E0
3.550122604E0,-3.445664644E-1,-1.358584881E1,-2.651247501E0
3.560122604E0,7.166503668E-1,-1.105184937E1,8.739784956E-1
3.570122604E0,9.708877802E-1,-1.042851925E1,1.539781332E0
3.580122604E0,1.257428288E0,-1.011147022E1,1.336989641E0
3.590122604E0,1.629512191E0,-9.480961800E0,8.536394835E-1
3.600122604E0,2.072782516E0,-8.103892326E0,3.421736360E-1
3.610122604E0,2.876770973E0,-6.823731899E0,-1.480558991E0
3.620122604E0,3.434896946E0,-6.540780544E0,-2.247458696E0
3.630122604E0,3.370888948E0,-6.714260101E0,-3.536591768E0
3.640122604E0,3.079562664E0,-6.827321053E0,-6.148357868E0
3.650122604E0,3.012563705E0,-6.111867428E0,-8.754141808E0
3.660122604E0,3.397808075E-1,-4.674977303E0,-5.489135265E0
3.670122604E0,-4.654040039E-1,-4.032504559E0,-3.539582968E0
3.680122604E0,-4.013960063E-1,-3.489931822E0,-2.319243431E0
3.690122604E0,1.016949583E-2,-3.127419233E0,-2.023131609E0
3.700122604E0,3.738785386E-1,-2.221137524E0,-1.513460279E0
3.710122604E0,2.489732027E0,-1.088136077E0,-2.556132793E0
3.720122604E0,3.482753277E0,9.092725813E-2,-3.478565931E0
3.730122604E0,4.883750916E0,1.133599758E0,-3.155534744E0
3.740122604E0,6.329015732E0,1.625324726E0,-2.083550215E0
3.750122604E0,6.531807423E0,1.289731383E0,-1.146760225E0
3.760122604E0,3.241078377E0,-3.151945591E0,-4.785645381E-2
3.770122604E0,2.249851465E0,-5.703890800E0,-1.533201098E0
3.780122604E0,2.320439816E0,-8.636893272E0,-3.169891834E0
3.790122604E0,3.826721668E0,-1.310668564E1,-4.504488468E0
3.800122604E0,4.236492634E0,-1.988495445E1,-4.205984116E0
