"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.359253589E0,2.883351326E0,2.196012974E0,1.083051395E1
3.369253589E0,2.740380049E0,1.902892232E0,1.100518990E1
3.379253589E0,2.511267424E0,1.557727575E0,1.113141060E1
3.389253589E0,2.300698996E0,1.313659668E0,1.104287624E1
3.399253589E0,2.042274237E0,1.228714466E0,1.084068298E1
3.409253589E0,1.941775560E0,1.268794179E0,1.057208824E1
3.419253589E0,1.777867198E0,1.400997639E0,1.008873844E1
3.429253589E0,1.489532113E0,1.501496196E0,9.240483284E0
3.439253589E0,1.210768223E0,1.597209096E0,8.426324844E0
3.449253589E0,9.948160052E-1,1.719243050E0,8.052446365E0
3.459253589E0,8.650053740E-1,1.831705689E0,7.621738434E0
3.469253589E0,9.032905698E-1,1.971087694E0,7.579864025E0
3.479253589E0,9.990034699E-1,2.076371908E0,7.542775154E0
3.489253589E0,9.463613629E-1,2.142772675E0,7.667201996E0
3.499253589E0,9.463613629E-1,2.161317110E0,7.724629879E0
3.509253589E0,1.033101201E0,2.197807550E0,8.056035995E0
3.519253589E0,1.229910851E0,2.190629244E0,8.487341881E0
3.529253589E0,1.259222865E0,2.130210400E0,8.956335068E0
3.539253589E0,1.216750264E0,2.051845312E0,9.238688469E0
3.549253589E0,1.068395257E0,1.965703845E0,9.175278664E0
3.559253589E0,9.248259664E-1,1.948355794E0,8.920442581E0
3.569253589E0,8.907282352E-1,1.948953986E0,8.767302513E0
3.579253589E0,8.482556343E-1,2.025524378E0,8.824729919E0
3.589253589E0,8.434699774E-1,2.053640127E0,8.916254997E0
3.599253589E0,8.386843204E-1,1.953141451E0,8.896514893E0
3.609253589E0,8.099704385E-1,1.884945989E0,9.049057007E0
3.619253589E0,8.967102766E-1,1.844866276E0,9.398408890E0
3.629253589E0,9.499505758E-1,1.877169371E0,9.576076508E0
3.639253589E0,8.446664214E-1,1.915454507E0,9.571290970E0
3.649253589E0,8.105686903E-1,1.969891191E0,9.279366493E0
3.659253589E0,8.913264275E-1,2.071586132E0,9.050253868E0
3.669253589E0,9.631111026E-1,2.163111687E0,8.960522652E0
3.679253589E0,1.116251707E0,2.301895380E0,8.985647202E0
3.689253589E0,1.206580877E0,2.364108801E0,9.025128365E0
3.699253589E0,1.249651670E0,2.330609322E0,9.049057007E0
3.709253589E0,1.254437327E0,2.268395901E0,9.034101486E0
3.719253589E0,1.288534999E0,2.234298229E0,9.163313866E0
3.729253589E0,1.302891970E0,2.233700037E0,9.263813019E0
3.739253589E0,1.408176184E0,2.347957134E0,9.332008362E0
3.749253589E0,1.546361685E0,2.434697151E0,9.223134995E0
3.759253589E0,1.599003673E0,2.459821701E0,9.093922615E0
3.769253589E0,1.599003673E0,2.498705149E0,8.959924698E0
3.779253589E0,1.655833244E0,2.528017044E0,8.903095245E0
3.789253589E0,1.732403636E0,2.608774900E0,8.966505051E0
3.799253589E0,1.852642894E0,2.679961443E0,9.125029564E0
3.809253589E0,1.953141451E0,2.721835852E0,9.326624870E0
3.819253589E0,2.029711723E0,2.702095032E0,9.427721024E0
3.829253589E0,2.087139606E0,2.697309256E0,9.437292099E0
3.839253589E0,2.158924341E0,2.706282377E0,9.528818130E0
3.849253589E0,2.297708035E0,2.701496840E0,9.596415520E0
3.859253589E0,2.455634356E0,2.734398127E0,9.640084267E0
3.869253589E0,2.570489645E0,2.738585472E0,9.817750931E0
3.879253589E0,2.685943365E0,2.607578516E0,1.009531879E1
3.889253589E0,2.734398127E0,2.486740828E0,1.023350430E1
3.899253589E0,2.791825771E0,2.433500528E0,1.034836006E1
3.909253589E0,2.849253654E0,2.437688112E0,1.049671459E1
3.919253589E0,2.849253654E0,2.432902336E0,1.047278690E1
3.929253589E0,2.782254457E0,2.419143677E0,1.033878803E1
3.939253589E0,2.671586514E0,2.478964329E0,9.998409271E0
3.949253589E0,2.545963287E0,2.563909531E0,9.347561836E0
3.959253589E0,2.630908489E0,2.596810818E0,8.734998703E0
3.969253589E0,2.827120066E0,2.544168711E0,8.778668404E0
3.979253589E0,3.000001431E0,2.551347256E0,9.166903496E0
3.989253589E0,3.135195971E0,2.547159672E0,9.871589661E0
3.999253589E0,3.303291559E0,2.282154560E0,1.020060253E1
4.009253589E0,3.399004459E0,1.903490424E0,1.027059269E1
4.019253589E0,3.422932863E0,1.673779488E0,1.025025368E1
4.029253589E0,3.413959742E0,1.568495274E0,1.028315544E1
4.039253589E0,3.346960783E0,1.534995675E0,1.025384331E1
4.049253589E0,3.313461065E0,1.368096352E0,1.017129040E1
4.059253589E0,3.227319479E0,1.220339537E0,1.008335495E1
4.069253589E0,3.111865759E0,1.115653515E0,9.938589096E0
4.079253589E0,3.011367321E0,1.021735311E0,9.626923561E0
4.089253589E0,2.919841766E0,1.010369420E0,9.175876617E0
4.099253589E0,2.837289333E0,9.996016622E-1,8.610571861E0
4.109253589E0,2.803191662E0,1.006181955E0,8.246863365E0
4.119253589E0,2.764308453E0,1.085145116E0,7.945367813E0
4.129253589E0,2.793022156E0,1.133001566E0,7.941180229E0
4.139253589E0,2.965903759E0,1.112064362E0,8.214560509E0
4.149253589E0,3.210569859E0,9.714859724E-1,8.578269005E0
4.159253589E0,3.373281717E0,8.685946465E-1,8.913862228E0
4.169253589E0,3.493520975E0,7.423732281E-1,9.214759827E0
4.179253589E0,3.518047571E0,7.453642488E-1,9.531210899E0
4.189253589E0,3.484548092E0,9.068797827E-1,9.708877563E0
