"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.231093284E0,-2.932153046E-1,-4.048509300E-1,-1.009454802E-1
3.241093284E0,-3.558290005E-1,-2.916881442E-1,-8.796459436E-2
3.251093284E0,-3.869831264E-1,-2.382374406E-1,-4.734205827E-2
3.261093284E0,-3.824016452E-1,-2.141082734E-1,2.229658142E-2
3.271093284E0,-3.029891551E-1,-4.367686436E-2,1.695151031E-1
3.281093284E0,-2.678644061E-1,1.012509167E-1,1.898263693E-1
3.291093284E0,-2.667953968E-1,2.373211533E-1,1.881465018E-1
3.301093284E0,-3.242167234E-1,3.214678466E-1,1.617265791E-1
3.311093284E0,-4.486805201E-1,3.572034538E-1,9.254608303E-2
3.321093284E0,-7.299839854E-1,2.564106882E-1,4.612032697E-2
3.331093284E0,-7.573201656E-1,1.809688359E-1,9.101892263E-2
3.341093284E0,-6.624833345E-1,1.461495161E-1,1.504255682E-1
3.351093284E0,-4.792237878E-1,1.186605766E-1,1.682933718E-1
3.361093284E0,-2.312124968E-1,1.264491081E-1,1.423316002E-1
3.371093284E0,3.176499158E-2,2.168571651E-1,7.635815442E-2
3.381093284E0,4.315762818E-1,3.593414724E-1,-5.787948146E-2
3.391093284E0,5.138903856E-1,3.492622077E-1,-7.269296050E-2
3.401093284E0,5.242751241E-1,3.028364480E-1,-6.688974798E-2
3.411093284E0,4.815145433E-1,2.814561725E-1,-6.078109145E-2
3.421093284E0,4.114177525E-1,2.892446816E-1,-5.696318299E-2
3.431093284E0,2.750420868E-1,2.936734557E-1,-3.955352306E-2
3.441093284E0,2.225076705E-1,2.820670307E-1,-2.000583708E-2
3.451093284E0,1.834122837E-1,2.544253767E-1,4.276056774E-3
3.461093284E0,1.603521258E-1,2.307543457E-1,2.504547499E-2
3.471093284E0,1.530217379E-1,2.356412709E-1,2.871066704E-2
3.481093284E0,1.195768714E-1,2.660318017E-1,4.428773187E-3
3.491093284E0,7.528914511E-2,2.716823220E-1,3.359758761E-3
3.501093284E0,2.015855350E-2,2.515237629E-1,-2.748893574E-3
3.511093284E0,-2.733621933E-2,2.153300047E-1,-7.788531948E-3
3.521093284E0,-7.070764899E-2,1.510364264E-1,7.788531948E-3
3.531093284E0,-1.980730593E-1,4.886921961E-3,3.420845419E-2
3.541093284E0,-2.519819140E-1,-9.162978269E-3,2.809980139E-2
3.551093284E0,-2.750420868E-1,-3.649919853E-2,3.039054573E-2
3.561093284E0,-2.735149264E-1,-6.459899992E-2,4.123340547E-2
3.571093284E0,-2.585487068E-1,-8.659014851E-2,4.474587739E-2
3.581093284E0,-2.254092693E-1,-8.002334833E-2,3.619376570E-2
3.591093284E0,-2.257147133E-1,-4.688390717E-2,2.779436857E-2
3.601093284E0,-2.444988191E-1,-1.893682219E-2,2.428189293E-2
