"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.625651483E0,-9.453139454E-2,4.444044828E-2,-3.335324228E-1
2.635651483E0,4.276056774E-3,-1.412625909E-1,-4.665483236E-1
2.645651483E0,5.390885845E-2,-1.860084683E-1,-4.949535728E-1
2.655651483E0,-1.279762685E-1,5.574145541E-2,-4.531092942E-1
2.665651483E0,-4.500549734E-1,9.957103431E-2,-3.900374472E-1
2.675651483E0,-4.958698750E-1,3.222314268E-2,-2.547308207E-1
2.685651483E0,-5.027421117E-1,-9.773843922E-3,-2.269364446E-1
2.695651483E0,-4.743368626E-1,-3.069597855E-2,-1.611157060E-1
2.705651483E0,-4.728097022E-1,-5.054909736E-2,-1.075122803E-1
2.715651483E0,-4.845688641E-1,-9.407325089E-2,-3.084869497E-2
2.725651483E0,-4.819726646E-1,-2.206750661E-1,4.413501546E-2
2.735651483E0,-4.416555762E-1,-4.120286107E-1,1.357648075E-1
2.745651483E0,-3.970624208E-1,-4.578435123E-1,9.773843735E-2
2.755651483E0,-3.744603992E-1,-5.015203953E-1,4.978551716E-2
2.765651483E0,-3.287982047E-1,-6.397286057E-1,7.223481685E-2
2.775651483E0,-2.669481039E-1,-6.855435371E-1,6.322455406E-2
2.785651483E0,-2.073887438E-1,-6.354525685E-1,-6.108652335E-3
2.795651483E0,-1.617265791E-1,-6.566801667E-1,-6.612616032E-2
2.805651483E0,-9.529497474E-2,-7.832819819E-1,-9.743300825E-2
2.815651483E0,-2.015855350E-2,-9.135489464E-1,-9.101892263E-2
2.825651483E0,3.145955876E-2,-9.205739498E-1,-7.162395120E-2
2.835651483E0,1.359175146E-2,-8.521569967E-1,-6.383541971E-2
2.845651483E0,-4.810563847E-2,-8.306240439E-1,-7.223481685E-2
2.855651483E0,-9.911288321E-2,-8.811731339E-1,-1.430951804E-1
2.865651483E0,-1.713477075E-1,-9.025533795E-1,-1.821905524E-1
2.875651483E0,-2.026545405E-1,-9.630290866E-1,-1.702786833E-1
2.885651483E0,-2.006692290E-1,-1.030529618E0,-1.583668143E-1
2.895651483E0,-1.730275750E-1,-1.083980322E0,-1.820378453E-1
2.905651483E0,-1.400408596E-1,-9.619600177E-1,-2.423607856E-1
2.915651483E0,-1.340849251E-1,-8.400924206E-1,-3.028364480E-1
2.925651483E0,-1.505782902E-1,-7.910705209E-1,-3.489567637E-1
2.935651483E0,-1.001819000E-1,-5.751296282E-1,-4.992296100E-1
2.945651483E0,-1.317941695E-1,-5.051855445E-1,-5.696318150E-1
2.955651483E0,-1.912008226E-1,-4.604396820E-1,-5.583308339E-1
2.965651483E0,-2.347249687E-1,-5.128213763E-1,-4.925101101E-1
2.975651483E0,-2.469422817E-1,-6.261368990E-1,-4.185954034E-1
2.985651483E0,-2.295326144E-1,-7.551821470E-1,-3.278819323E-1
2.995651483E0,-1.882992089E-1,-8.187121153E-1,-2.904664278E-1
3.005651483E0,-1.530217379E-1,-7.864890099E-1,-2.939788997E-1
3.015651483E0,-1.466076523E-1,-7.029531598E-1,-3.118467033E-1
3.025651483E0,-1.715004146E-1,-5.693264008E-1,-3.550654352E-1
3.035651483E0,-2.028072625E-1,-3.941608071E-1,-3.992004395E-1
3.045651483E0,-2.156354338E-1,-2.310597748E-1,-4.166100919E-1
3.055651483E0,-2.165517360E-1,-1.417207420E-1,-3.831652105E-1
3.065651483E0,-2.206750661E-1,-1.104138941E-1,-3.145956099E-1
3.075651483E0,-2.292271852E-1,-1.000291854E-1,-2.156354338E-1
3.085651483E0,-1.936442852E-1,-8.903361112E-2,-1.278235465E-1
3.095651483E0,-1.243110746E-1,-1.437060535E-1,-8.674286306E-2
3.105651483E0,-7.070764899E-2,-2.252565622E-1,-8.109235764E-2
3.115651483E0,-2.916881628E-2,-3.191770911E-1,-9.147707373E-2
3.125651483E0,-2.443460980E-3,-3.947716653E-1,-1.053742543E-1
3.135651483E0,3.130684420E-2,-4.506658316E-1,-1.203404516E-1
3.145651483E0,5.849034712E-2,-4.662429094E-1,-1.314887404E-1
3.155651483E0,7.391469181E-2,-4.231768847E-1,-1.287398487E-1
3.165651483E0,7.910704613E-2,-3.385720551E-1,-1.113301888E-1
3.175651483E0,6.230825558E-2,-2.593123019E-1,-8.399397135E-2
3.185651483E0,4.535674304E-2,-1.652390510E-1,-5.039638281E-2
3.195651483E0,3.588833287E-2,-8.216137439E-2,-3.161227703E-2
3.205651483E0,3.711006418E-2,3.420845419E-2,-4.276056774E-3
3.215651483E0,3.512475267E-2,1.123992056E-1,4.260785133E-2
3.225651483E0,3.588833287E-2,1.463022232E-1,1.185078546E-1
3.235651483E0,5.681046844E-2,1.534798890E-1,1.808161139E-1
3.245651483E0,1.107193232E-1,1.661553532E-1,2.331978083E-1
3.255651483E0,1.747074574E-1,1.508837193E-1,2.452623993E-1
3.265651483E0,2.364048511E-1,1.209513173E-1,2.327396572E-1
3.275651483E0,2.761110961E-1,8.597928286E-2,2.105957866E-1
3.285651483E0,2.811507285E-1,7.376197726E-2,1.982257664E-1
3.295651483E0,2.544253767E-1,5.268712714E-2,1.982257664E-1
3.305651483E0,2.046398520E-1,-7.635815418E-4,2.199114859E-1
3.315651483E0,1.539380401E-1,-7.987063378E-2,2.489275932E-1
3.325651483E0,1.253800988E-1,-1.637118906E-1,2.692388594E-1
3.335651483E0,9.101892263E-2,-2.758056521E-1,2.809980214E-1
3.345651483E0,5.314527452E-2,-3.005456924E-1,2.515237629E-1
3.355651483E0,7.330383174E-3,-2.724458873E-1,1.748601794E-1
3.365651483E0,-2.871066704E-2,-2.244929820E-1,9.834930301E-2
3.375651483E0,-3.191770986E-2,-1.594358236E-1,6.444628537E-2
3.385651483E0,1.374446787E-3,-6.093380973E-2,6.490442902E-2
3.395651483E0,7.635815442E-2,4.398229718E-2,8.491026610E-2
3.405651483E0,1.731802970E-1,1.710422635E-1,1.207986027E-1
3.415651483E0,2.542726696E-1,2.822197378E-1,1.505782902E-1
3.425651483E0,3.448334336E-1,4.276056588E-1,1.853975952E-1
3.435651483E0,4.068362415E-1,4.833471179E-1,2.185370475E-1
3.445651483E0,4.381431043E-1,4.308127165E-1,2.487748712E-1
3.455651483E0,4.512766898E-1,3.584251702E-1,2.703078687E-1
3.465651483E0,4.393648207E-1,2.086104751E-1,2.964223623E-1
3.475651483E0,4.050036669E-1,8.689557761E-2,3.019201458E-1
3.485651483E0,3.558290005E-1,-1.908953860E-2,2.977968156E-1
3.495651483E0,2.780964077E-1,-9.468411654E-2,2.950479090E-1
3.505651483E0,2.086104751E-1,-1.458440721E-1,2.936734557E-1
3.515651483E0,1.266018152E-1,-1.576032341E-1,2.777909636E-1
3.525651483E0,7.574728876E-2,-1.151480973E-1,2.513710558E-1
3.535651483E0,5.986479297E-2,-1.221730467E-2,2.249511331E-1
3.545651483E0,5.619960278E-2,1.006400511E-1,2.133446932E-1
3.555651483E0,4.276056588E-2,2.021963894E-1,2.102903575E-1
3.565651483E0,1.802052557E-2,2.240348309E-1,2.153300047E-1
3.575651483E0,7.330383174E-3,1.896736622E-1,2.115120888E-1
3.585651483E0,6.414085161E-3,1.638645977E-1,2.015855312E-1
3.595651483E0,1.023199316E-2,1.528690308E-1,1.979203373E-1
3.605651483E0,8.093964309E-3,1.185078546E-1,1.977676302E-1
3.615651483E0,8.246680722E-3,9.773843735E-2,1.927279830E-1
3.625651483E0,4.230241850E-2,1.250746548E-1,1.916589737E-1
3.635651483E0,8.124507964E-2,1.660026312E-1,2.040289938E-1
3.645651483E0,1.212567538E-1,2.067778856E-1,2.223549485E-1
3.655651483E0,1.237002090E-1,2.115120888E-1,2.455678284E-1
3.665651483E0,8.933904022E-2,2.196060568E-1,2.664899528E-1
3.675651483E0,4.749477282E-2,2.289217561E-1,2.727513313E-1
3.685651483E0,-6.108652451E-4,2.406809032E-1,2.631302178E-1
3.695651483E0,-2.626720630E-2,2.380847335E-1,2.472477108E-1
3.705651483E0,-3.588833287E-2,2.110539377E-1,2.287690341E-1
3.715651483E0,-2.168571576E-2,1.438587606E-1,2.101376504E-1
3.725651483E0,1.069014147E-2,9.773843735E-2,2.000583708E-1
